,ds,yhat,yhat_lower,yhat_upper
295,2022-08-12,-294.095135067749,-1098.3055361858537,505.09772849737294
297,2022-08-14,-470.28427159370415,-1241.3992978034653,365.38327253793915
298,2022-08-15,-343.5921652323934,-1106.5181650786094,415.623765008589
299,2022-08-16,-374.3537831122796,-1100.9507750282328,370.30594403456337
300,2022-08-17,-395.26713099701664,-1160.5449535754099,380.6952475053332
301,2022-08-18,-418.0077639615931,-1127.2242294289897,414.1529899072236
302,2022-08-19,-445.74883972065714,-1222.4685738283804,331.92174562797624
304,2022-08-21,-695.7922599875368,-1510.0178046867754,56.06618365430335
305,2022-08-22,-513.3251515079968,-1225.6345366256621,267.84738392456114
306,2022-08-23,-555.8741678408181,-1275.7858590527724,217.78162329790192
