,ds,yhat,yhat_lower,yhat_upper
299,2022-08-10,26734.587920956623,25648.79996343662,27759.409243664242
300,2022-08-11,26778.980953868624,25783.21367625304,27722.858994612212
301,2022-08-12,26827.16656627271,25837.174994807945,27825.54204247543
303,2022-08-14,27013.29529939985,25990.709708457092,28053.03072474915
304,2022-08-15,26619.992023373885,25643.92156444862,27669.746151681018
305,2022-08-16,26536.455112553424,25482.955879389614,27554.61049892557
306,2022-08-17,26292.944296628717,25311.608769782728,27217.402896093135
307,2022-08-18,26054.66162235006,25031.268416999537,27066.828623395453
308,2022-08-19,25820.42917744256,24856.11806865947,26806.631288062068
